filename,numNodes,area,compromisedMW,compromisedMvar,meanDelay,stdDelay,initialTotalDemand,finalTotalDemand,finalDemandPercentage,generationCapacityTripped,loadsShed,overVoltageLoads,underVoltageLoads,compromisedPV
rms_L(24)_(40)_(43)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,15927.71762828266,1.0233034133172283,0.0,0.0,0.0,0.0,0
rms_L(29)_(31)_(41)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,15831.065675231152,1.0170938435741184,0.0,0.0,0.0,0.0,0
rms_L(25)_(36)_(42)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,15929.090014400384,1.0233915846065136,0.0,0.0,0.0,0.0,0
rms_L(37)_(41)_(43)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,15876.41217300287,1.0200072067460886,0.0,0.0,0.0,0.0,0
rms_L(27)_(32)_(37)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,15918.0508496216,1.0226823546175137,0.0,0.0,0.0,0.0,0
rms_L(24)_(31)_(42)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,15906.101782664848,1.021914666409563,0.0,0.0,0.0,0.0,0
rms_L(26)_(40)_(43)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,15929.804649101265,1.0234374975330076,0.0,0.0,0.0,0.0,0
rms_L(23)_(24)_(25)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,15966.503150089062,1.0257952553863836,0.0,0.0,0.0,0.0,0
rms_L(29)_(33)_(40)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,15993.729481462016,1.027544457530486,0.0,0.0,0.0,0.0,0
rms_L(26)_(27)_(31)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,15821.37149533808,1.016471024435469,0.0,0.0,0.0,0.0,0
rms_L(29)_(30)_(41)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,15836.500177603157,1.0174429924576394,0.0,0.0,0.0,0.0,0
rms_L(23)_(35)_(39)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,16017.389713408778,1.0290645495283506,0.0,0.0,0.0,0.0,0
rms_L(40)_(41)_(42)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,15954.744611161555,1.0250398079769711,0.0,0.0,0.0,0.0,0
rms_L(23)_(28)_(29)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,16063.78487450239,1.032045285865878,0.0,0.0,0.0,0.0,0
rms_L(30)_(36)_(41)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,15949.73628511573,1.0247180395191604,0.0,0.0,0.0,0.0,0
rms_L(23)_(26)_(40)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,16035.789745405698,1.0302466909994024,0.0,0.0,0.0,0.0,0
rms_L(26)_(41)_(39)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,15930.508924722923,1.0234827449227706,0.0,0.0,0.0,0.0,0
rms_L(38)_(29)_(31)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,15981.77469123938,1.026776401621547,0.0,0.0,0.0,0.0,0
rms_L(29)_(43)_(24)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,15876.546106944712,1.0200158115608553,0.0,0.0,0.0,0.0,0
rms_L(36)_(37)_(25)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,15925.074840988607,1.0231336229353425,0.0,0.0,0.0,0.0,0
rms_L(23)_(34)_(39)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,16006.07255111565,1.028337459114401,0.0,0.0,0.0,0.0,0
rms_L(31)_(26)_(37)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,15864.262903157593,1.0192266561617471,0.0,0.0,0.0,0.0,0
rms_L(42)_(40)_(33)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,15966.644470616651,1.0258043347649632,0.0,0.0,0.0,0.0,0
rms_L(33)_(36)_(24)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,15963.936163259586,1.025630334934763,0.0,0.0,0.0,0.0,0
rms_L(26)_(40)_(41)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,15982.222305119789,1.0268051593395302,0.0,0.0,0.0,0.0,0
rms_L(33)_(32)_(34)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,15969.07416972494,1.025960434932537,0.0,0.0,0.0,0.0,0
rms_L(27)_(26)_(23)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,16063.200429168508,1.0320077371775462,0.0,0.0,0.0,0.0,0
rms_L(33)_(27)_(40)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,15993.208824069667,1.027511007007367,0.0,0.0,0.0,0.0,0
rms_L(43)_(39)_(28)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,15891.564747869768,1.0209807097892558,0.0,0.0,0.0,0.0,0
rms_L(41)_(25)_(32)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,15908.997095281502,1.02210068071195,0.0,0.0,0.0,0.0,0
rms_L(34)_(42)_(39)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,15944.804913223965,1.0244012151123651,0.0,0.0,0.0,0.0,0
rms_L(41)_(35)_(32)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,15963.274372291467,1.0255878170441033,0.0,0.0,0.0,0.0,0
rms_L(28)_(30)_(38)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,16039.860020331733,1.0305081927614348,0.0,0.0,0.0,0.0,0
rms_L(35)_(40)_(29)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,16002.694357730708,1.0281204213126058,0.0,0.0,0.0,0.0,0
rms_L(35)_(23)_(37)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,16045.253187331306,1.0308546859833798,0.0,0.0,0.0,0.0,0
